Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
High,0.03,4.71,0.7,Regular Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Bihar,Sheohar,North,India,17-08-2013,24-08-2013,14.01064,24,116.58
Low,0.09,7.99,5.03,Express Air,Personel Usage,Canned Foods,Quail Eggs,Medium Box,Bihar,Jhanjharpur,North,India,18-08-2013,25-08-2013,-111.90487,48,338.71
High,0.07,22.38,15.1,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Shahjahanpur,North,India,18-08-2013,20-08-2013,-57.283248,17,364.92
Medium,0.03,29.99,5.5,Express Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Shahjahanpur,North,India,18-08-2013,19-08-2013,338.22536,18,541.6
High,0.07,55.98,13.88,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Jharkhand,Godda,North,India,18-08-2013,23-08-2013,-338.282,1,62.13
High,0.08,89.83,35,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Large Box,Tamil Nadu,Ramanathapuram,South,India,18-08-2013,20-08-2013,-437.62312,21,1874.5
High,0.05,6.48,7.37,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Gujarat,Surendranagar,West,India,18-08-2013,19-08-2013,-20.21208,7,51.02
High,0.07,39.98,9.2,Regular Air,Personel Usage,Preserved Food,Marmalade,Wrap Bag,Madhya Pradesh,Rewa,West,India,19-08-2013,20-08-2013,215.11,92,3507.5
Low,0.03,179.29,29.21,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Box,Andhra Pradesh,Vijayawada,South,India,19-08-2013,24-08-2013,144.31432,18,3145.43
High,0.04,6.84,8.37,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Small Pack,Tamil Nadu,Sivaganga,South,India,19-08-2013,20-08-2013,-117.25296,24,161.87
Not Specified,0.07,125.99,7.69,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Sivaganga,South,India,19-08-2013,20-08-2013,139.258512,10,995.95
High,0.09,7.31,0.49,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,Gujarat,Patan,West,India,19-08-2013,19-08-2013,-1.21688,2,14.37
High,0.03,7.28,1.77,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Gujarat,Patan,West,India,19-08-2013,21-08-2013,91.8252,18,133.08
High,0.08,42.76,6.22,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Muzaffarnagar,North,India,20-08-2013,21-08-2013,449.41216,21,845.76
High,0.04,9.78,5.76,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Uttar Pradesh,Saharanpur,North,India,20-08-2013,23-08-2013,-2.89592,6,61.47
Critical,0.0001,9.48,7.29,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Pack,Uttar Pradesh,Saharanpur,North,India,20-08-2013,21-08-2013,-7.34368,2,23.93
Critical,0.05,110.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Saharanpur,North,India,20-08-2013,22-08-2013,1236.362544,20,1850.18
High,0.09,140.98,53.48,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Guna,West,India,20-08-2013,21-08-2013,-115.01424,2,297.37
High,0.0001,1.14,0.7,Regular Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Uttar Pradesh,Shahjahanpur,North,India,21-08-2013,21-08-2013,-0.37736,4,5.23
High,0.01,48.91,35,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Large Box,Jharkhand,Ranchi,North,India,21-08-2013,23-08-2013,-477.94128,22,1136.43
Low,0.08,31.76,45.51,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Chhattisgarh,Mahasamund,North,India,21-08-2013,28-08-2013,-466.17104,16,491
High,0.03,6.48,7.49,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Chhattisgarh,Mahasamund,North,India,22-08-2013,24-08-2013,-65.6988,22,144.88
High,0.05,376.13,85.63,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Tamil Nadu,Arani,South,India,24-08-2013,26-08-2013,654.2586,2,807.49
Critical,0.06,205.99,5.26,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Rajasthan,Bhilwara,West,India,26-08-2013,28-08-2013,-2469.24678,11,1900.97
High,0.05,55.99,5,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Pack,Uttar Pradesh,Aligarh,North,India,26-08-2013,28-08-2013,-218.9761,23,1062.84
High,0.08,110.98,35,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Large Box,Karnataka,Tumkur,South,India,26-08-2013,28-08-2013,-154.89568,5,550.37
Medium,0.06,155.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Assam,Kokrajhar,East,India,27-08-2013,29-08-2013,97.968888,7,924.8
Not Specified,0.05,9.65,6.22,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Madhya Pradesh,Rewa,West,India,28-08-2013,29-08-2013,-28.16,66,665.9
Medium,0.07,218.75,69.64,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,West Bengal,Asansol,East,India,28-08-2013,30-08-2013,-293.11544,10,1705.65
Medium,0.08,209.37,69,Regular Air,Restaurant Chain,Preserved Food,Jams,Large Box,West Bengal,Asansol,East,India,28-08-2013,30-08-2013,-687.46512,25,4111.71
High,0.04,22.98,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Rajasthan,Churu,West,India,28-08-2013,30-08-2013,116.9392,8,183.55
High,0.02,5.68,1.39,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Rajasthan,Churu,West,India,28-08-2013,30-08-2013,50.2803,12,72.87
High,0.01,19.98,5.86,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Dhar,West,India,28-08-2013,30-08-2013,-2299.71,23,489.72
High,0.09,6.48,8.19,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Jalaun,North,India,29-08-2013,01-09-2013,2.5272,8,56.59
Low,0.05,30.73,4,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Amroha,North,India,29-08-2013,07-09-2013,-42.13712,6,189.42
High,0.09,54.96,10.75,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Namakkal,South,India,30-08-2013,31-08-2013,511.1382,14,740.78
High,0.02,4.13,1.17,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Jharkhand,Jamshedpur,North,India,30-08-2013,01-09-2013,34.56168,23,96.48
High,0.03,5.28,8.16,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Mainpuri,North,India,30-08-2013,31-08-2013,-326.1874,23,125.5
Critical,0.06,95.98,58.2,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Tamil Nadu,Tiruchchirappalli,South,India,30-08-2013,01-09-2013,-336.38464,15,1396.96
Low,0.06,19.23,6.15,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Assam,Jorhat,East,India,31-08-2013,31-08-2013,16.152,1,21.15
Not Specified,0.03,7.99,5.03,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Medium Box,West Bengal,Baharampur,East,India,01-09-2013,03-09-2013,320.574,22,148.67
High,0.0001,2.89,0.5,Express Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Kerala,Palghat,South,India,02-09-2013,03-09-2013,19.4097,7,28.13
High,0.02,90.48,19.99,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,West Bengal,Asansol,East,India,03-09-2013,05-09-2013,799.1028,13,1209.22
High,0.08,3.8,1.49,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Nagina,North,India,03-09-2013,03-09-2013,-2.44398,3,11.45
High,0.03,15.57,1.39,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,Uttar Pradesh,Nagina,North,India,03-09-2013,10-09-2013,93.7917,9,135.93
Medium,0.0001,376.13,85.63,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Kairana,North,India,04-09-2013,05-09-2013,426.0816,20,7867.42
Not Specified,0.07,286.85,61.76,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Andhra Pradesh,Bapatla,South,India,04-09-2013,06-09-2013,-32.48,23,5082.26
Not Specified,0.0001,442.14,14.7,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Drum,Uttar Pradesh,Ghaziabad,North,India,05-09-2013,05-09-2013,501.51,23,10779.37
Medium,0.03,218.75,69.64,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Hardoi,North,India,05-09-2013,07-09-2013,25.002,4,765.16
Not Specified,0.0001,99.99,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Small Box,Uttar Pradesh,Sambhal,North,India,06-09-2013,08-09-2013,-51.618,26,2792.12
Low,0.06,270.97,28.06,Delivery Truck,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Jumbo Drum,West Bengal,Tamluk,East,India,06-09-2013,08-09-2013,910.2564,12,2641.14
High,0.05,2.6,2.4,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,07-09-2013,09-09-2013,-17.69,25,71.69
Medium,0.0001,30.42,8.65,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Madhya Pradesh,Rewa,West,India,09-09-2013,11-09-2013,-82.13,2,80.58
High,0.07,39.98,9.83,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Madhya Pradesh,Rewa,West,India,09-09-2013,09-09-2013,179.37,42,1629.12
High,0.0001,6.48,7.37,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Rajasthan,Pali,West,India,09-09-2013,10-09-2013,50.718,6,43.35
High,0.02,3.98,5.26,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Karnataka,Gulbarga,South,India,09-09-2013,11-09-2013,-40.012,11,49.23
High,0.02,28.15,6.17,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,Orissa,Cuttack,East,India,10-09-2013,12-09-2013,359.1216,25,748.13
High,0.09,12.98,3.14,Regular Air,Hotels / Hospitals,Processed Meat,Pacific Squid,Small Pack,Orissa,Cuttack,East,India,10-09-2013,12-09-2013,28.3824,26,311.85
High,0.0001,20.89,11.52,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Telangana,Mahbubnagar,South,India,10-09-2013,11-09-2013,82.482,1,26.65
Critical,0.01,500.98,28.14,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Drum,Maharashtra,Thane,West,India,11-09-2013,12-09-2013,-610.722,5,2579.05
Low,0.04,13.79,8.78,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Telangana,Khammam,South,India,12-09-2013,12-09-2013,-105.35,8,118.77
High,0.08,48.91,5.81,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Telangana,Khammam,South,India,12-09-2013,12-09-2013,-16.5186,2,95.67
Not Specified,0.05,204.1,13.99,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Medium Box,Telangana,Karimnagar,South,India,12-09-2013,13-09-2013,177.36,22,4393.66
High,0.0001,85.99,0.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Wrap Bag,Madhya Pradesh,Shahdol,West,India,13-09-2013,14-09-2013,871.4838,16,1263.02
High,0.05,60.22,3.5,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,West Bengal,Ghatal,East,India,13-09-2013,14-09-2013,424.1808,13,758.59
Critical,0.0001,20.99,4.81,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Medium Box,Madhya Pradesh,Rewa,West,India,14-09-2013,16-09-2013,-7.766,36,695.92
Critical,0.0001,20.99,4.81,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Medium Box,Chhattisgarh,Raigarh,North,India,14-09-2013,16-09-2013,-7.14472,9,173.98
High,0.01,2.88,1.49,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Gujarat,Bhavnagar,West,India,14-09-2013,16-09-2013,7.27974,17,50.23
High,0.1,8.69,2.99,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Bihar,Munger,North,India,14-09-2013,16-09-2013,-6.81352,2,18.23
High,0.01,41.94,2.99,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Haryana,Ambala,North,India,14-09-2013,15-09-2013,-21.1232,21,898.09
High,0.05,6.48,8.73,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Vidisha,West,India,16-09-2013,16-09-2013,-151.6988,18,119.86
High,0.03,7.64,1.39,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Uttar Pradesh,Jaunpur,North,India,16-09-2013,17-09-2013,17.0964,4,32.12
High,0.06,33.29,8.74,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Tamil Nadu,Cuddalore,South,India,17-09-2013,19-09-2013,71.6904,15,506.93
High,0.07,15.01,8.4,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Assam,Abhayapuri,East,India,18-09-2013,20-09-2013,17.89182,26,396.34
High,0.06,8.56,5.16,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Assam,Abhayapuri,East,India,18-09-2013,20-09-2013,-8.1144,14,122.09
Medium,0.01,4.98,4.62,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,Andhra Pradesh,Rajampet,South,India,18-09-2013,20-09-2013,-52.072,8,44.12
High,0.03,4.82,5.24,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Tamil Nadu,Nagapattinam,South,India,18-09-2013,19-09-2013,-101.122,7,41.13
Medium,0.05,100.97,7.18,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Tamil Nadu,Nagapattinam,South,India,18-09-2013,19-09-2013,77.598,15,1525.15
High,0.09,3.98,2.97,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Tamil Nadu,Nagapattinam,South,India,18-09-2013,18-09-2013,42.288,2,9.17
Low,0.03,205.99,8.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,19-09-2013,21-09-2013,-522.995,15,2700.43
High,0.08,10.89,4.5,Express Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Madhya Pradesh,Rewa,West,India,19-09-2013,28-09-2013,-30.97,63,668.98
High,0.07,279.48,35,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Large Box,Gujarat,Bantva,West,India,19-09-2013,20-09-2013,-263.6536,14,3766.84
Medium,0.02,16.98,12.39,Regular Air,Personel Usage,Preserved Food,Marmalade,Large Box,Andhra Pradesh,Nellore,South,India,20-09-2013,22-09-2013,-28.6212,4,74.76
High,0.08,21.38,8.99,Regular Air,Personel Usage,Processed Meat,Foie Gras,Small Pack,Maharashtra,Akola,West,India,21-09-2013,25-09-2013,868.995,8,168.15
High,0.05,6.48,7.37,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Shahdol,West,India,22-09-2013,27-09-2013,-78.3012,13,89.46
High,0.06,37.7,2.99,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Uttar Pradesh,Rae Bareli,North,India,23-09-2013,02-10-2013,1131.8481,11,413.21
High,0.07,8.56,5.16,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Rae Bareli,North,India,23-09-2013,30-09-2013,720.123,23,195.01
Critical,0.03,152.48,6.5,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Jammu And Kashmir,Udhampur,North,India,24-09-2013,25-09-2013,-9.744,23,3537.9
High,0.1,2.61,0.5,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Jammu And Kashmir,Udhampur,North,India,24-09-2013,25-09-2013,163.44,2,5.33
High,0.1,2.88,1.01,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Orissa,Cuttack,East,India,24-09-2013,28-09-2013,0.5292,22,60.42
Low,0.02,125.99,8.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Jharkhand,Godda,North,India,24-09-2013,26-09-2013,-26.74,17,1891.19
High,0.09,14.48,6.46,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Telangana,Nizamabad,South,India,25-09-2013,27-09-2013,20.91204,14,195.33
Not Specified,0.01,218.08,18.06,Regular Air,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Large Box,Madhya Pradesh,Tikamgarh,West,India,25-09-2013,26-09-2013,3282.5196,22,4996.96
Critical,0.07,40.89,18.98,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Gujarat,Bharuch,West,India,26-09-2013,28-09-2013,-49.476,3,123.58
High,0.07,5.74,5.01,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Madhya Pradesh,Mandla,West,India,27-09-2013,04-10-2013,-15.8171,3,19.66
Low,0.01,43.98,1.99,Express Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Mandla,West,India,27-09-2013,04-10-2013,602.8944,19,873.76
High,0.02,4.71,0.7,Regular Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Karnataka,Bellary,South,India,28-09-2013,29-09-2013,-2.9716,15,73.75
High,0.05,1.82,1,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,30-09-2013,02-10-2013,0.86,84,154.6
High,0.0001,29.74,6.64,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Tamil Nadu,Arani,South,India,30-09-2013,05-10-2013,36.036,16,484.03
High,0.06,4.98,0.8,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Jharkhand,Ranchi,North,India,01-10-2013,02-10-2013,69.414,20,100.6
Medium,0.1,110.99,8.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Assam,Silchar,East,India,01-10-2013,04-10-2013,67.779,8,717.04
Not Specified,0.09,35.41,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Haryana,Rohtak,North,India,02-10-2013,04-10-2013,138.1,11,354.46
Not Specified,0.05,3499.99,24.49,Regular Air,Personel Usage,Canned Foods,Wild Berry,Large Box,Haryana,Rohtak,North,India,02-10-2013,03-10-2013,-9078.94,2,6849.48
High,0.1,1.88,0.79,Regular Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Chhattisgarh,Korba,North,India,03-10-2013,04-10-2013,-20.6563,19,33.53
High,0.06,7.1,6.05,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Himachal Pradesh,Mandi,North,India,04-10-2013,04-10-2013,-51.3015,9,63.27
Not Specified,0.05,17.78,5.03,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Box,Himachal Pradesh,Mandi,North,India,04-10-2013,05-10-2013,89.95,10,174.94
High,0.04,6.48,9.17,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Karnataka,Haveri,South,India,04-10-2013,09-10-2013,-249.27,25,163.49
High,0.09,6.48,6.6,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Ghazipur,North,India,04-10-2013,06-10-2013,-33.11,13,82.53
High,0.02,15.99,13.18,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Maharashtra,Chandrapur,West,India,05-10-2013,05-10-2013,-30.7395,2,41.69
Critical,0.0001,125.99,7.69,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Maharashtra,Chandrapur,West,India,05-10-2013,06-10-2013,600.417,13,1489.64
High,0.06,3.15,0.49,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,Orissa,Jajapur,East,India,05-10-2013,07-10-2013,60.684,22,66.06
Not Specified,0.1,160.98,30,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Uttar Pradesh,Ghaziabad,North,India,06-10-2013,07-10-2013,290.66,63,9464.39
High,0.01,7.64,5.83,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Madhya Pradesh,Rewa,West,India,06-10-2013,08-10-2013,-56.51,105,814.36
Medium,0.1,205.99,8.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Mainpuri,North,India,06-10-2013,08-10-2013,-187.18,18,2921.58
High,0.0001,48.92,4.5,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Madhya Pradesh,Rewa,West,India,07-10-2013,08-10-2013,286.98,48,2404.51
Not Specified,0.07,7.38,5.21,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Madhya Pradesh,Rewa,West,India,07-10-2013,09-10-2013,15.97,4,39.8
High,0.01,115.99,5.26,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Jharkhand,Dhanbad,North,India,07-10-2013,09-10-2013,1426.257,23,2357.17
High,0.04,55.5,52.2,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Medium Box,Maharashtra,Sangli,West,India,07-10-2013,08-10-2013,49.76,2,143.49
High,0.09,10.89,4.5,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Gujarat,Junagadh,West,India,08-10-2013,13-10-2013,-23.226,4,42.68
High,0.05,11.29,5.03,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Haryana,Ambala,North,India,08-10-2013,10-10-2013,273.222,6,69.44
High,0.1,37.94,5.08,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,West Bengal,Baharampur,East,India,09-10-2013,11-10-2013,5.268,13,468.69
High,0.08,6.48,8.19,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Amalapuram,South,India,09-10-2013,10-10-2013,52.5606,19,118.61
High,0.09,16.98,12.39,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Andhra Pradesh,Kakinada,South,India,09-10-2013,11-10-2013,-231.8778,24,377.31
High,0.0001,5.68,1.46,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Chandauli,North,India,09-10-2013,09-10-2013,74.83,21,122.43
High,0.02,10.14,2.27,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Chandauli,North,India,09-10-2013,11-10-2013,83.16,13,133
High,0.1,4.98,4.7,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Maharashtra,Solapur,West,India,09-10-2013,11-10-2013,174.384,15,69.66
High,0.07,6.48,7.07,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Karnataka,Bijapur,South,India,09-10-2013,11-10-2013,-146.986,15,101.29
High,0.1,67.28,19.99,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Madhya Pradesh,Sidhi,West,India,10-10-2013,11-10-2013,-397.684,6,384.21
Not Specified,0.08,145.98,46.2,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Sidhi,West,India,10-10-2013,12-10-2013,-257.684,25,2786.27
Critical,0.05,89.99,42,Delivery Truck,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Jumbo Drum,Gujarat,Surendranagar,West,India,11-10-2013,13-10-2013,-699.72,24,2156.25
Critical,0.1,30.42,8.65,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Maharashtra,Shirdi,West,India,12-10-2013,14-10-2013,-141.02,8,238.97
High,0.06,1.95,1.63,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Maharashtra,Shirdi,West,India,12-10-2013,13-10-2013,-16.15,11,21.06
Low,0.03,32.48,7.09,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Box,Gujarat,Surat,West,India,13-10-2013,13-10-2013,-14.462,19,608.33
High,0.1,1.89,0.76,Regular Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Gujarat,Surat,West,India,13-10-2013,15-10-2013,-324.24,2,3.78
High,0.07,65.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,14-10-2013,17-10-2013,239.4,84,4485.54
Not Specified,0.06,73.98,14.52,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,Maharashtra,Sangli,West,India,14-10-2013,16-10-2013,175.24,25,1815.79
Not Specified,0.02,85.99,0.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Wrap Bag,Maharashtra,Sangli,West,India,14-10-2013,15-10-2013,192.06,20,1547.2
High,0.09,5.68,1.39,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Tamil Nadu,Krishnagiri,South,India,14-10-2013,19-10-2013,8.82,5,27.83
High,0.03,47.9,5.86,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Haryana,Gurgaon,North,India,15-10-2013,18-10-2013,-723.912,23,1135.9
High,0.08,22.01,5.53,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,Andhra Pradesh,Kadapa,South,India,16-10-2013,16-10-2013,4.75,9,192.46
High,0.03,6.68,7.3,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Ongole,South,India,16-10-2013,21-10-2013,121.944,17,117.88
High,0.09,832.81,24.49,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Medium Box,Uttar Pradesh,Allahabad,North,India,16-10-2013,20-10-2013,1094.74,15,12163.61
High,0.02,5.98,5.35,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Salem,South,India,18-10-2013,21-10-2013,-70.85,20,124.64
Low,0.01,60.65,12.23,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Medium Box,Uttar Pradesh,Nagina,North,India,18-10-2013,25-10-2013,331.48,12,727.19
Medium,0.06,808.49,55.3,Delivery Truck,Restaurant Chain,Canned Foods,Sliced Pineapple,Jumbo Drum,Haryana,Sirsa,North,India,18-10-2013,20-10-2013,203.346,7,4585.86
High,0.06,2.88,0.99,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Haryana,Sonipat,North,India,18-10-2013,20-10-2013,224.1144,3,9.03
Medium,0.0001,65.99,8.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Haryana,Sonipat,North,India,18-10-2013,20-10-2013,-197.778,26,1506.11
